entry_number,gulper_id,task,subtask,entry_start_time,entry_end_time,duration_seconds,job_id,,,,,,,,,,,,,,,,,,
26,23,Communication,With other gulper(s),14:17:00,14:17:14,13.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
27,4,Rest,,14:17:11,14:18:08,56.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
28,23,Rest,,14:17:14,14:18:43,88.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
29,4,Communication,With other gulper(s),14:18:08,14:18:19,11.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
30,4,Rest,,14:18:19,14:18:38,19,2026-06-13_03,,,,,,,,,,,,,,,,,,
31,4,Earthworks,Dig trench,14:18:38,14:20:46,127.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
32,23,Communication,With other gulper(s),14:18:43,14:18:54,10.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
33,23,Earthworks,Dig trench,14:18:54,14:19:34,40,2026-06-13_03,,,,,,,,,,,,,,,,,,
34,14,Rest,,14:18:58,14:20:51,113.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
35,23,Rest,,14:19:34,14:21:56,142.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
36,4,Rest,,14:20:46,14:22:02,76.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
37,14,Earthworks,Dig trench,14:20:51,14:23:06,134.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
38,23,Equipment,Maneuvering,14:21:56,14:22:06,9.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
39,4,Earthworks,Dig trench,14:22:02,14:22:44,42.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
40,23,Rest,,14:22:06,14:23:53,107,2026-06-13_03,,,,,,,,,,,,,,,,,,
41,4,Rest,,14:22:44,14:23:03,18.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
42,4,Earthworks,Dig trench,14:23:03,14:24:24,80.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
43,14,Rest,,14:23:06,14:26:33,206.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
44,23,Communication,With other gulper(s),14:23:53,14:24:04,10.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
45,23,Earthworks,Dig trench,14:24:04,14:27:52,228.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
46,4,Rest,,14:24:24,14:26:29,125.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
47,4,Communication,With other gulper(s),14:26:29,14:26:37,8.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
48,14,Communication,With other gulper(s),14:26:33,14:26:40,7.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
49,4,Rest,,14:26:37,14:31:07,270.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
50,14,Rest,,14:26:40,14:27:59,79.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
51,23,Rest,,14:27:52,14:29:02,70,2026-06-13_03,,,,,,,,,,,,,,,,,,
52,14,Earthworks,Dig trench,14:27:59,14:29:06,66.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
53,23,Earthworks,Dig trench,14:29:02,14:38:14,552.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
54,14,Rest,,14:29:06,14:39:56,650.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
55,4,Earthworks,Dig trench,14:31:07,14:31:55,47.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
56,4,Rest,,14:31:55,14:32:14,18.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
57,4,Earthworks,Dig trench,14:32:14,14:32:35,21.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
58,4,Rest,,14:32:35,14:34:32,117.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
59,4,Equipment,Cleaning,14:34:32,14:34:39,6.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
60,4,Earthworks,Dig trench,14:34:39,14:34:44,4.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
61,4,Rest,,14:34:44,14:38:12,208.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
62,4,Earthworks,Dig trench,14:38:12,14:42:15,242.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
63,23,Rest,,14:38:14,14:38:21,6.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
64,23,Earthworks,Dig trench,14:38:21,14:39:08,46.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
65,23,Rest,,14:39:08,14:39:53,44.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
66,23,Communication,With other gulper(s),14:39:53,14:40:20,27.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
67,14,Communication,With other gulper(s),14:39:56,14:40:22,26.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
68,23,Rest,,14:40:20,14:46:32,372.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
69,14,Rest,,14:40:22,14:42:21,118.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
70,4,Rest,,14:42:15,14:48:57,402.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
71,14,Earthworks,Dig trench,14:42:21,14:46:19,238,2026-06-13_03,,,,,,,,,,,,,,,,,,
72,14,Rest,,14:46:19,14:51:21,302.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
73,23,Earthworks,Dig trench,14:46:32,14:48:50,138.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
74,23,Rest,,14:48:50,14:49:02,11.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
75,4,Earthworks,Dig trench,14:48:57,14:52:30,213.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
76,23,Earthworks,Dig trench,14:49:02,14:49:40,38.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
77,23,Rest,,14:49:40,14:49:58,17.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
78,23,Earthworks,Dig trench,14:49:58,14:50:07,9.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
79,23,Rest,,14:50:07,14:50:19,11.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
80,23,Earthworks,Dig trench,14:50:19,14:50:29,10,2026-06-13_03,,,,,,,,,,,,,,,,,,
81,23,Rest,,14:50:29,14:51:19,50.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
82,23,Communication,With other gulper(s),14:51:19,14:51:48,28.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
83,14,Communication,With other gulper(s),14:51:21,14:51:50,29,2026-06-13_03,,,,,,,,,,,,,,,,,,
84,23,Rest,,14:51:48,14:51:58,9.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
85,14,Rest,,14:51:50,14:52:34,44,2026-06-13_03,,,,,,,,,,,,,,,,,,
86,23,Communication,With other gulper(s),14:51:58,14:52:03,5.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
87,23,Rest,,14:52:03,14:52:25,21.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
88,23,Communication,With other gulper(s),14:52:25,14:52:40,15.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
89,4,Rest,,14:52:30,14:56:49,258.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
90,14,Earthworks,Dig trench,14:52:34,14:56:42,247,2026-06-13_03,,,,,,,,,,,,,,,,,,
91,23,Rest,,14:52:40,14:56:54,253.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
92,4,Earthworks,Dig trench,14:56:49,15:02:53,364.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
93,14,Rest,,14:56:52,15:04:21,448.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
94,23,Communication,With other gulper(s),14:56:54,14:57:13,19.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
95,23,Rest,,14:57:13,15:02:57,343.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
96,23,Earthworks,Dig trench,15:02:57,15:04:09,71.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
97,4,Rest,,15:03:06,15:05:56,170.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
98,14,Earthworks,Dig trench,15:04:21,15:05:51,89.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
99,23,Rest,,15:04:21,15:13:20,539,2026-06-13_03,,,,,,,,,,,,,,,,,,
100,14,Rest,,15:05:51,15:13:23,452,2026-06-13_03,,,,,,,,,,,,,,,,,,
101,4,Earthworks,Dig trench,15:05:56,15:15:51,595.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
102,23,Communication,With other gulper(s),15:13:20,15:13:44,23.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
103,14,Communication,With other gulper(s),15:13:23,15:13:47,24.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
104,23,Rest,,15:13:44,15:15:06,82.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
105,14,Rest,,15:13:47,15:14:20,33.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
106,14,Communication,With other gulper(s),15:14:20,15:16:05,104.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
107,23,Equipment,Cleaning,15:15:06,15:15:47,40.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
108,23,Communication,With other gulper(s),15:15:47,15:15:57,9.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
109,4,Rest,,15:15:51,15:17:32,100.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
110,23,Earthworks,Dig trench,15:15:57,15:18:32,155.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
111,14,Rest,,15:16:05,15:17:34,89.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
112,4,Communication,With other gulper(s),15:17:32,15:17:43,10.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
113,14,Communication,With other gulper(s),15:17:34,15:17:45,10.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
114,4,Rest,,15:17:43,15:27:33,590.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
115,14,Rest,,15:17:45,15:28:05,619.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
116,23,Earthworks,Put hole in pit liner,15:18:32,15:27:28,536.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
117,23,Rest,,15:27:28,15:27:42,13.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
118,4,Superstructure,Inspection,15:27:33,15:27:51,18.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
119,23,Communication,With client(s),15:27:42,15:28:28,46.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
120,4,Equipment,Maneuvering,15:27:51,15:28:20,29,2026-06-13_03,,,,,,,,,,,,,,,,,,
121,14,Equipment,Maneuvering,15:28:05,15:29:53,108.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
122,4,Fluidizing,Mixing,15:28:20,15:34:38,378.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
123,23,Extraction,Removing sludge,15:28:28,15:29:06,37.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
124,23,Extraction,Pulling out trash,15:29:06,15:29:47,41.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
125,23,Extraction,Removing sludge,15:29:47,15:40:19,631.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
126,14,Rest,,15:29:53,15:32:20,146.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
127,14,Fluidizing,Mixing,15:32:20,15:33:43,83.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
128,14,Rest,,15:33:43,15:34:24,40.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
129,14,Fluidizing,Mixing,15:34:24,15:37:00,155.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
130,4,Rest,,15:34:38,15:36:57,138.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
131,4,Fluidizing,Mixing,15:36:57,15:40:01,184.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
132,14,Rest,,15:37:00,15:38:19,79.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
133,14,Communication,With other gulper(s),15:38:19,15:38:27,7.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
134,14,Rest,,15:38:27,15:39:58,91.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
135,14,Fluidizing,Mixing,15:39:58,15:42:36,157.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
136,4,Communication,With other gulper(s),15:40:01,15:41:02,61,2026-06-13_03,,,,,,,,,,,,,,,,,,
137,23,Communication,With other gulper(s),15:40:19,15:40:29,10.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
138,23,Extraction,Removing sludge,15:40:29,15:41:08,39.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
139,4,Rest,,15:41:02,15:42:01,59.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
140,23,Communication,With other gulper(s),15:41:08,15:41:14,6.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
141,23,Extraction,Removing sludge,15:41:14,15:46:26,311.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
142,4,Communication,With client(s),15:42:03,15:42:16,12.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
143,4,Rest,,15:42:16,15:42:31,15.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
144,4,Fluidizing,Mixing,15:42:31,15:44:35,124.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
145,14,Rest,,15:42:36,15:44:38,122.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
146,4,Communication,With other gulper(s),15:44:35,15:44:47,11.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
147,14,Fluidizing,Mixing,15:44:38,15:45:29,50.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
148,4,Communication,With client(s),15:44:47,15:45:02,14.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
149,4,Fluidizing,Fetching water,15:45:02,15:45:14,12.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
150,4,Fluidizing,Adding water,15:45:14,15:45:32,17.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
151,14,Rest,,15:45:29,15:50:07,278.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
152,4,Communication,With other gulper(s),15:45:32,15:46:14,42,2026-06-13_03,,,,,,,,,,,,,,,,,,
153,4,Rest,,15:46:14,15:48:55,161.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
154,23,Communication,With other gulper(s),15:46:26,15:46:43,17,2026-06-13_03,,,,,,,,,,,,,,,,,,
155,23,Extraction,Removing sludge,15:46:43,15:53:55,432.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
156,4,Fluidizing,Mixing,15:48:55,15:50:05,70,2026-06-13_03,,,,,,,,,,,,,,,,,,
157,4,Communication,With other gulper(s),15:50:05,15:50:19,14.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
158,14,Communication,With other gulper(s),15:50:07,15:50:15,8,2026-06-13_03,,,,,,,,,,,,,,,,,,
159,14,Rest,,15:50:15,15:51:09,54,2026-06-13_03,,,,,,,,,,,,,,,,,,
160,4,Rest,,15:50:19,15:50:25,6.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
161,4,Fluidizing,Adding water,15:50:25,15:50:43,17.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
162,4,Communication,With other gulper(s),15:50:43,15:50:46,3.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
163,4,Fluidizing,Fetching water,15:50:46,15:51:16,30.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
164,14,Communication,With other gulper(s),15:51:09,15:51:37,28.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
165,4,Communication,With client(s),15:51:16,15:51:22,5.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
166,4,Fluidizing,Fetching water,15:51:22,15:51:39,16.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
167,14,Fluidizing,Mixing,15:51:37,15:53:34,116.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
168,4,Fluidizing,Adding water,15:51:39,15:51:54,15.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
169,4,Fluidizing,Fetching water,15:51:54,15:52:36,41.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
170,4,Rest,,15:52:36,15:53:02,25.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
171,4,Fluidizing,Fetching water,15:53:02,15:53:23,21.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
172,4,Fluidizing,Adding water,15:53:23,15:53:31,7.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
173,4,Communication,With other gulper(s),15:53:31,15:53:43,12.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
174,14,Communication,With other gulper(s),15:53:34,15:53:37,2.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
175,14,Fluidizing,Mixing,15:53:37,15:53:41,4.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
176,14,Rest,,15:53:41,15:54:37,56.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
177,4,Fluidizing,Mixing,15:53:43,15:54:41,57.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
178,23,Communication,With other gulper(s),15:53:55,15:54:07,11.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
179,23,Extraction,Removing sludge,15:54:07,15:59:03,295.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
180,14,Fluidizing,Mixing,15:54:37,15:57:10,153.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
181,4,Rest,,15:54:41,15:55:00,19.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
182,4,Communication,With other gulper(s),15:55:00,15:55:04,3.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
183,4,Fluidizing,Adding water,15:55:04,15:55:26,21.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
184,4,Fluidizing,Fetching water,15:55:26,15:56:42,76.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
185,4,Fluidizing,Adding water,15:56:42,15:56:59,16.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
186,4,Rest,,15:56:59,15:57:22,23.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
187,14,Equipment,Maneuvering,15:57:10,15:57:58,47.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
188,4,Communication,With other gulper(s),15:57:22,15:57:55,32.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
189,4,Communication,With client(s),15:57:55,15:58:19,24.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
190,14,Rest,,15:57:58,16:03:34,335.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
191,4,Rest,,15:58:19,15:58:48,28.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
192,4,Equipment,Maneuvering,15:58:48,15:59:44,56.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
193,23,Superstructure,Inspection,15:59:03,15:59:29,26.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
194,23,Extraction,Removing sludge,15:59:29,16:00:26,56.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
195,4,Superstructure,Inspection,15:59:44,16:00:07,22.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
196,4,Rest,,16:00:07,16:02:48,161.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
197,23,Rest,,16:00:26,16:00:56,30.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
198,23,Extraction,Removing sludge,16:00:56,16:02:12,75.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
199,23,Communication,With other gulper(s),16:02:12,16:02:29,16.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
200,23,Extraction,Removing sludge,16:02:29,16:02:44,14.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
201,23,Earthworks,Repair pit liner,16:02:44,16:03:44,60.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
202,4,Communication,With client(s),16:02:48,16:03:31,42.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
203,4,Equipment,Maneuvering,16:03:31,16:03:49,18.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
204,14,Equipment,Maneuvering,16:03:34,16:03:42,8.5,2026-06-13_03,,,,,,,,,,,,,,,,,,
205,14,Rest,,16:03:42,16:06:53,191.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
206,23,Communication,With client(s),16:03:44,16:04:24,39.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
207,4,Rest,,16:03:49,16:04:31,41.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
208,23,Earthworks,Repair pit liner,16:04:24,16:05:34,69.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
209,4,Equipment,Maneuvering,16:04:31,16:04:53,22.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
210,4,Rest,,16:04:53,16:06:28,94.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
211,23,Communication,With client(s),16:05:34,16:06:17,43.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
212,23,Earthworks,Repair pit liner,16:06:17,16:06:50,32.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
213,4,Equipment,Maneuvering,16:06:28,16:06:42,13.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
214,4,Earthworks,Fill trench,16:06:42,16:14:49,487.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
215,23,Earthworks,Fill trench,16:06:50,16:11:33,282.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
216,14,Earthworks,Fill trench,16:06:53,16:07:11,18,2026-06-13_03,,,,,,,,,,,,,,,,,,
217,14,Earthworks,Fill trench,16:07:11,16:17:04,592.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
218,23,Rest,,16:11:33,16:16:07,274.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
219,4,Equipment,Cleaning,16:14:49,16:15:15,26.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
220,4,Earthworks,Fill trench,16:15:15,16:18:20,184.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
221,23,Superstructure,Repair,16:16:07,16:16:17,9.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
222,23,Rest,,16:16:17,16:16:57,40.2,2026-06-13_03,,,,,,,,,,,,,,,,,,
223,23,Earthworks,Fill trench,16:16:57,16:21:18,261.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
224,14,Superstructure,Inspection,16:17:04,16:17:54,50.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
225,14,Equipment,Maneuvering,16:17:54,16:17:58,4.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
226,14,Earthworks,Fill trench,16:17:58,16:19:49,110.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
227,4,Rest,,16:18:20,16:18:46,26.6,2026-06-13_03,,,,,,,,,,,,,,,,,,
228,4,Earthworks,Fill trench,16:18:47,16:20:55,128.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
229,14,Communication,With other gulper(s),16:19:49,16:21:04,75,2026-06-13_03,,,,,,,,,,,,,,,,,,
230,4,Equipment,Cleaning,16:20:56,16:30:35,579.3,2026-06-13_03,,,,,,,,,,,,,,,,,,
231,14,Rest,,16:21:04,16:21:52,48.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
232,23,Equipment,Cleaning,16:21:18,16:21:31,13,2026-06-13_03,,,,,,,,,,,,,,,,,,
233,23,Communication,With client(s),16:21:31,16:22:29,57.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
234,14,Equipment,Maneuvering,16:21:52,16:22:08,15.9,2026-06-13_03,,,,,,,,,,,,,,,,,,
235,14,Fluidizing,Fetching water,16:22:08,16:22:39,30.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
236,23,Equipment,Cleaning,16:22:29,16:23:58,89,2026-06-13_03,,,,,,,,,,,,,,,,,,
237,14,Equipment,Cleaning,16:22:39,16:28:51,372.4,2026-06-13_03,,,,,,,,,,,,,,,,,,
238,23,Communication,With client(s),16:23:58,16:24:30,31.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
239,23,Equipment,Cleaning,16:24:30,16:28:29,239.7,2026-06-13_03,,,,,,,,,,,,,,,,,,
240,23,Communication,With other gulper(s),16:29:26,16:30:35,69.1,2026-06-13_03,,,,,,,,,,,,,,,,,,
241,14,Communication,With client(s),16:29:34,16:30:35,60.8,2026-06-13_03,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
